SampleUniqueStr	Sample1	Sample2	Sim_NumSNPs	Sim_SNPs_selectionMethod	Sample2_fraction	Sim_reads_per_SNP	Replicate	ibd_m1	ibd_m2	sim_pops
Sim5161	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	2	1	100	100	MXL
Sim5162	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.045	2	1	100	100	MXL
Sim5163	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	2	1	100	100	MXL
Sim5164	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.05	2	1	100	100	MXL
Sim5165	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.06	2	1	100	100	MXL
Sim5166	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.07	2	1	100	100	MXL
Sim5167	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.08	2	1	100	100	MXL
Sim5168	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.09	2	1	100	100	MXL
Sim5169	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.1	2	1	100	100	MXL
Sim5170	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.15	2	1	100	100	MXL
Sim5171	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.2	2	1	100	100	MXL
Sim5172	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.25	2	1	100	100	MXL
Sim5173	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.3	2	1	100	100	MXL
Sim5174	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.35	2	1	100	100	MXL
Sim5175	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.4	2	1	100	100	MXL
Sim5176	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.45	2	1	100	100	MXL
Sim5177	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.5	2	1	100	100	MXL
Sim5178	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.6	2	1	100	100	MXL
Sim5179	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.7	2	1	100	100	MXL
Sim5180	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.8	2	1	100	100	MXL
Sim5181	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.9	2	1	100	100	MXL
Sim5182	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.95	2	1	100	100	MXL
Sim5183	I2_BC	I3_BC	100	KMostCommonInEachBlock	1	2	1	100	100	MXL
Sim5184	I8_BC	I2_BC	100	KMostCommonInEachBlock	0	1	1	100	100	SAS
Sim5185	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0001	1	1	100	100	SAS
Sim5186	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0002	1	1	100	100	SAS
Sim5187	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0003	1	1	100	100	SAS
Sim5188	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0004	1	1	100	100	SAS
Sim5189	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0005	1	1	100	100	SAS
Sim5190	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0006	1	1	100	100	SAS
Sim5191	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0007	1	1	100	100	SAS
Sim5192	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0008	1	1	100	100	SAS
Sim5193	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0009	1	1	100	100	SAS
Sim5194	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.001	1	1	100	100	SAS
Sim5195	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.002	1	1	100	100	SAS
Sim5196	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.003	1	1	100	100	SAS
Sim5197	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.004	1	1	100	100	SAS
Sim5198	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.005	1	1	100	100	SAS
Sim5199	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.006	1	1	100	100	SAS
Sim5200	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.007	1	1	100	100	SAS
Sim5201	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.008	1	1	100	100	SAS
Sim5202	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.009	1	1	100	100	SAS
Sim5203	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.01	1	1	100	100	SAS
Sim5204	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.011	1	1	100	100	SAS
Sim5205	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.012	1	1	100	100	SAS
Sim5206	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.013	1	1	100	100	SAS
Sim5207	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.014	1	1	100	100	SAS
Sim5208	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.015	1	1	100	100	SAS
Sim5209	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.016	1	1	100	100	SAS
Sim5210	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.017	1	1	100	100	SAS
Sim5211	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.018	1	1	100	100	SAS
Sim5212	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.019	1	1	100	100	SAS
Sim5213	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.02	1	1	100	100	SAS
Sim5214	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0225	1	1	100	100	SAS
Sim5215	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.025	1	1	100	100	SAS
Sim5216	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0275	1	1	100	100	SAS
Sim5217	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.03	1	1	100	100	SAS
Sim5218	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0325	1	1	100	100	SAS
Sim5219	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.035	1	1	100	100	SAS
Sim5220	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0375	1	1	100	100	SAS
Sim5221	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.04	1	1	100	100	SAS
Sim5222	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0425	1	1	100	100	SAS
Sim5223	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.045	1	1	100	100	SAS
Sim5224	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0475	1	1	100	100	SAS
Sim5225	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.05	1	1	100	100	SAS
Sim5226	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.06	1	1	100	100	SAS
Sim5227	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.07	1	1	100	100	SAS
Sim5228	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.08	1	1	100	100	SAS
Sim5229	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.09	1	1	100	100	SAS
Sim5230	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.1	1	1	100	100	SAS
Sim5231	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.15	1	1	100	100	SAS
Sim5232	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.2	1	1	100	100	SAS
Sim5233	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.25	1	1	100	100	SAS
Sim5234	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.3	1	1	100	100	SAS
Sim5235	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.35	1	1	100	100	SAS
Sim5236	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.4	1	1	100	100	SAS
Sim5237	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.45	1	1	100	100	SAS
Sim5238	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.5	1	1	100	100	SAS
Sim5239	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.6	1	1	100	100	SAS
Sim5240	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.7	1	1	100	100	SAS
Sim5241	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.8	1	1	100	100	SAS
Sim5242	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.9	1	1	100	100	SAS
Sim5243	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.95	1	1	100	100	SAS
Sim5244	I8_BC	I2_BC	100	KMostCommonInEachBlock	1	1	1	100	100	SAS
Sim5245	I8_BC	I3_BC	100	KMostCommonInEachBlock	0	1	1	100	100	MXL
Sim5246	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	1	1	100	100	MXL
Sim5247	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	1	1	100	100	MXL
Sim5248	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	1	1	100	100	MXL
Sim5249	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	1	1	100	100	MXL
Sim5250	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	1	1	100	100	MXL
Sim5251	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	1	1	100	100	MXL
Sim5252	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	1	1	100	100	MXL
Sim5253	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	1	1	100	100	MXL
Sim5254	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	1	1	100	100	MXL
Sim5255	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.001	1	1	100	100	MXL
Sim5256	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.002	1	1	100	100	MXL
Sim5257	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.003	1	1	100	100	MXL
Sim5258	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.004	1	1	100	100	MXL
Sim5259	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.005	1	1	100	100	MXL
Sim5260	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.006	1	1	100	100	MXL
Sim5261	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.007	1	1	100	100	MXL
Sim5262	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.008	1	1	100	100	MXL
Sim5263	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.009	1	1	100	100	MXL
Sim5264	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.01	1	1	100	100	MXL
Sim5265	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.011	1	1	100	100	MXL
Sim5266	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.012	1	1	100	100	MXL
Sim5267	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.013	1	1	100	100	MXL
Sim5268	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.014	1	1	100	100	MXL
Sim5269	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.015	1	1	100	100	MXL
Sim5270	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.016	1	1	100	100	MXL
Sim5271	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.017	1	1	100	100	MXL
Sim5272	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.018	1	1	100	100	MXL
Sim5273	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.019	1	1	100	100	MXL
Sim5274	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.02	1	1	100	100	MXL
Sim5275	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	1	1	100	100	MXL
Sim5276	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.025	1	1	100	100	MXL
Sim5277	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	1	1	100	100	MXL
Sim5278	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.03	1	1	100	100	MXL
Sim5279	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	1	1	100	100	MXL
Sim5280	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.035	1	1	100	100	MXL
Sim5281	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	1	1	100	100	MXL
Sim5282	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.04	1	1	100	100	MXL
Sim5283	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	1	1	100	100	MXL
Sim5284	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.045	1	1	100	100	MXL
Sim5285	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	1	1	100	100	MXL
Sim5286	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.05	1	1	100	100	MXL
Sim5287	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.06	1	1	100	100	MXL
Sim5288	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.07	1	1	100	100	MXL
Sim5289	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.08	1	1	100	100	MXL
Sim5290	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.09	1	1	100	100	MXL
Sim5291	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.1	1	1	100	100	MXL
Sim5292	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.15	1	1	100	100	MXL
Sim5293	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.2	1	1	100	100	MXL
Sim5294	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.25	1	1	100	100	MXL
Sim5295	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.3	1	1	100	100	MXL
Sim5296	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.35	1	1	100	100	MXL
Sim5297	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.4	1	1	100	100	MXL
Sim5298	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.45	1	1	100	100	MXL
Sim5299	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.5	1	1	100	100	MXL
Sim5300	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.6	1	1	100	100	MXL
Sim5301	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.7	1	1	100	100	MXL
Sim5302	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.8	1	1	100	100	MXL
Sim5303	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.9	1	1	100	100	MXL
Sim5304	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.95	1	1	100	100	MXL
Sim5305	I8_BC	I3_BC	100	KMostCommonInEachBlock	1	1	1	100	100	MXL
Sim5306	I2_BC	I3_BC	100	KMostCommonInEachBlock	0	1	1	100	100	MXL
Sim5307	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	1	1	100	100	MXL
Sim5308	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	1	1	100	100	MXL
Sim5309	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	1	1	100	100	MXL
Sim5310	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	1	1	100	100	MXL
Sim5311	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	1	1	100	100	MXL
Sim5312	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	1	1	100	100	MXL
Sim5313	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	1	1	100	100	MXL
Sim5314	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	1	1	100	100	MXL
Sim5315	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	1	1	100	100	MXL
Sim5316	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.001	1	1	100	100	MXL
Sim5317	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.002	1	1	100	100	MXL
Sim5318	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.003	1	1	100	100	MXL
Sim5319	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.004	1	1	100	100	MXL
Sim5320	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.005	1	1	100	100	MXL
Sim5321	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.006	1	1	100	100	MXL
Sim5322	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.007	1	1	100	100	MXL
Sim5323	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.008	1	1	100	100	MXL
Sim5324	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.009	1	1	100	100	MXL
Sim5325	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.01	1	1	100	100	MXL
Sim5326	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.011	1	1	100	100	MXL
Sim5327	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.012	1	1	100	100	MXL
Sim5328	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.013	1	1	100	100	MXL
Sim5329	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.014	1	1	100	100	MXL
Sim5330	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.015	1	1	100	100	MXL
Sim5331	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.016	1	1	100	100	MXL
Sim5332	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.017	1	1	100	100	MXL
Sim5333	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.018	1	1	100	100	MXL
Sim5334	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.019	1	1	100	100	MXL
Sim5335	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.02	1	1	100	100	MXL
Sim5336	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	1	1	100	100	MXL
Sim5337	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.025	1	1	100	100	MXL
Sim5338	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	1	1	100	100	MXL
Sim5339	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.03	1	1	100	100	MXL
Sim5340	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	1	1	100	100	MXL
Sim5341	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.035	1	1	100	100	MXL
Sim5342	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	1	1	100	100	MXL
Sim5343	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.04	1	1	100	100	MXL
Sim5344	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	1	1	100	100	MXL
Sim5345	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.045	1	1	100	100	MXL
Sim5346	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	1	1	100	100	MXL
Sim5347	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.05	1	1	100	100	MXL
Sim5348	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.06	1	1	100	100	MXL
Sim5349	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.07	1	1	100	100	MXL
Sim5350	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.08	1	1	100	100	MXL
Sim5351	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.09	1	1	100	100	MXL
Sim5352	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.1	1	1	100	100	MXL
Sim5353	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.15	1	1	100	100	MXL
Sim5354	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.2	1	1	100	100	MXL
Sim5355	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.25	1	1	100	100	MXL
Sim5356	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.3	1	1	100	100	MXL
Sim5357	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.35	1	1	100	100	MXL
Sim5358	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.4	1	1	100	100	MXL
Sim5359	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.45	1	1	100	100	MXL
Sim5360	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.5	1	1	100	100	MXL
Sim5361	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.6	1	1	100	100	MXL
Sim5362	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.7	1	1	100	100	MXL
Sim5363	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.8	1	1	100	100	MXL
Sim5364	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.9	1	1	100	100	MXL
Sim5365	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.95	1	1	100	100	MXL
Sim5366	I2_BC	I3_BC	100	KMostCommonInEachBlock	1	1	1	100	100	MXL
Sim5367	I8_BC	I2_BC	100	KMostCommonInEachBlock	0	0.33	1	100	100	SAS
Sim5368	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0001	0.33	1	100	100	SAS
Sim5369	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0002	0.33	1	100	100	SAS
Sim5370	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0003	0.33	1	100	100	SAS
Sim5371	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0004	0.33	1	100	100	SAS
Sim5372	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0005	0.33	1	100	100	SAS
Sim5373	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0006	0.33	1	100	100	SAS
Sim5374	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0007	0.33	1	100	100	SAS
Sim5375	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0008	0.33	1	100	100	SAS
Sim5376	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0009	0.33	1	100	100	SAS
Sim5377	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.001	0.33	1	100	100	SAS
Sim5378	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.002	0.33	1	100	100	SAS
Sim5379	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.003	0.33	1	100	100	SAS
Sim5380	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.004	0.33	1	100	100	SAS
Sim5381	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.005	0.33	1	100	100	SAS
Sim5382	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.006	0.33	1	100	100	SAS
Sim5383	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.007	0.33	1	100	100	SAS
Sim5384	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.008	0.33	1	100	100	SAS
Sim5385	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.009	0.33	1	100	100	SAS
Sim5386	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.01	0.33	1	100	100	SAS
Sim5387	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.011	0.33	1	100	100	SAS
Sim5388	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.012	0.33	1	100	100	SAS
Sim5389	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.013	0.33	1	100	100	SAS
Sim5390	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.014	0.33	1	100	100	SAS
Sim5391	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.015	0.33	1	100	100	SAS
Sim5392	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.016	0.33	1	100	100	SAS
Sim5393	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.017	0.33	1	100	100	SAS
Sim5394	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.018	0.33	1	100	100	SAS
Sim5395	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.019	0.33	1	100	100	SAS
Sim5396	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.02	0.33	1	100	100	SAS
Sim5397	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0225	0.33	1	100	100	SAS
Sim5398	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.025	0.33	1	100	100	SAS
Sim5399	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0275	0.33	1	100	100	SAS
Sim5400	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.03	0.33	1	100	100	SAS
Sim5401	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0325	0.33	1	100	100	SAS
Sim5402	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.035	0.33	1	100	100	SAS
Sim5403	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0375	0.33	1	100	100	SAS
Sim5404	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.04	0.33	1	100	100	SAS
Sim5405	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0425	0.33	1	100	100	SAS
Sim5406	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.045	0.33	1	100	100	SAS
Sim5407	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0475	0.33	1	100	100	SAS
Sim5408	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.05	0.33	1	100	100	SAS
Sim5409	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.06	0.33	1	100	100	SAS
Sim5410	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.07	0.33	1	100	100	SAS
Sim5411	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.08	0.33	1	100	100	SAS
Sim5412	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.09	0.33	1	100	100	SAS
Sim5413	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.1	0.33	1	100	100	SAS
Sim5414	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.15	0.33	1	100	100	SAS
Sim5415	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.2	0.33	1	100	100	SAS
Sim5416	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.25	0.33	1	100	100	SAS
Sim5417	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.3	0.33	1	100	100	SAS
Sim5418	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.35	0.33	1	100	100	SAS
Sim5419	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.4	0.33	1	100	100	SAS
Sim5420	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.45	0.33	1	100	100	SAS
Sim5421	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.5	0.33	1	100	100	SAS
Sim5422	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.6	0.33	1	100	100	SAS
Sim5423	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.7	0.33	1	100	100	SAS
Sim5424	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.8	0.33	1	100	100	SAS
Sim5425	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.9	0.33	1	100	100	SAS
Sim5426	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.95	0.33	1	100	100	SAS
Sim5427	I8_BC	I2_BC	100	KMostCommonInEachBlock	1	0.33	1	100	100	SAS
Sim5428	I8_BC	I3_BC	100	KMostCommonInEachBlock	0	0.33	1	100	100	MXL
Sim5429	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	0.33	1	100	100	MXL
Sim5430	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	0.33	1	100	100	MXL
Sim5431	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	0.33	1	100	100	MXL
Sim5432	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	0.33	1	100	100	MXL
Sim5433	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	0.33	1	100	100	MXL
Sim5434	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	0.33	1	100	100	MXL
Sim5435	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	0.33	1	100	100	MXL
Sim5436	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	0.33	1	100	100	MXL
Sim5437	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	0.33	1	100	100	MXL
Sim5438	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.001	0.33	1	100	100	MXL
Sim5439	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.002	0.33	1	100	100	MXL
